Name;Postanschrift;Hausanschrift;E-Mail;Web;Telefon;Fax
Landgericht  Stralsund ;"Landgericht  Stralsund 
Postfach 22 43
18408 Stralsund";"Landgericht  Stralsund 
Frankendamm 17
18439 Stralsund";verwaltung@lg-stralsund.mv-justiz.de;;(03831)2050;(03831)205199
Landgericht  Stuttgart ;"Landgericht  Stuttgart 
Postfach
70025 Stuttgart";"Landgericht  Stuttgart 
Urbanstraße 20
70182 Stuttgart";Poststelle@lgstuttgart.justiz.bwl.de;;(0711) 2120;(0711) 2123556
Oberlandesgericht Stuttgart ;"Oberlandesgericht Stuttgart 
Postfach 10 36 53
70031 Stuttgart";"Oberlandesgericht Stuttgart 
Ulrichstraße 10
70182 Stuttgart";poststelle@olgstuttgart.justiz.bwl.de;http://www.olg-stuttgart.de/;(0711) 2120;(0711) 21230 24 + 29
Saarländisches Oberlandesgericht;"Saarländisches Oberlandesgericht
Postfach 10 15 52
66015 Saarbrücken";"Saarländisches Oberlandesgericht
Franz-Josef-Röder- Str. 15
66119 Saarbrücken";poststelle@solg.justiz.saarland.de;http://www.solg.saarland.de;(0681)50105;(0681)5015351
Schleswig - Holsteinisches Oberlandesgericht;Schleswig - Holsteinisches Oberlandesgericht;"Schleswig - Holsteinisches Oberlandesgericht
Gottorfstraße 2
24837 Schleswig";verwaltung@olg.landsh.de;http://www.oberlandesgericht.schleswig-holstein.de;(04621)860;(04621)861372
Amtsgericht Tauberbischofsheim;"Amtsgericht Tauberbischofsheim
Postfach 12 27
97932 Tauberbischofsheim";"Amtsgericht Tauberbischofsheim
Schmiederstraße 22
97941 Tauberbischofsheim";Poststelle@agtauberbishofsheim.justiz.bwl.de;;(09341) 94980;(09341) 949834
Amtsgericht Tecklenburg ;"Amtsgericht Tecklenburg 
Postfach 11 20
49537 Tecklenburg";"Amtsgericht Tecklenburg 
Gerichtsweg 1
49545 Tecklenburg";poststelle@ag-tecklenburg.nrw.de;http://www.ag-tecklenburg.nrw.de;(05482)670;(05482)6712
Amtsgericht Tettnang ;Amtsgericht Tettnang ;"Amtsgericht Tettnang 
onfortplatz 1
88069 Tettnang";Poststelle@agtettnang.justiz.bwl.de;;(07542) 5190;(07542) 519129
Amtsgericht Tirschenreuth ;"Amtsgericht Tirschenreuth 
Postfach 12 40
95634 Tirschenreuth";"Amtsgericht Tirschenreuth 
Mähringer Straße 10
95643 Tirschenreuth";Poststelle@ag-tir.bayern.de;http://www.justiz.bayern.de/ag-tirschenreuth/;(09631)7260;(09631)726126
Amtsgericht Titisee-Neustadt;"Amtsgericht Titisee-Neustadt
79821 Titisee-Neustadt";"Amtsgericht Titisee-Neustadt
Franz-Schubert-Weg 3
79822 Titisee-Neustadt";Poststelle@agtitisee-neustadt.justiz.bwl.de;;(07651) 2030;(07651) 203190
Amtsgericht Torgau ;Amtsgericht Torgau ;"Amtsgericht Torgau 
Rosa-Luxemburg-Platz 14
04860 Torgau";verwaltung-agto@agto.justiz.sachsen.de;http://www.justiz.sachsen.de;(03421)75330;(03421)753315
Amtsgericht Tostedt ;"Amtsgericht Tostedt 
Postfach 1380
21250 Tostedt";"Amtsgericht Tostedt 
Unter den Linden 23
21255 Tostedt";agtos-poststelle@justiz.niedersachsen.de;http://www.amtsgericht-tostedt.niedersachsen.de;(04182)2970;(04182)297100
Amtsgericht Traunstein;"Amtsgericht Traunstein
Postfach 14 80
83276 Traunstein";"Amtsgericht Traunstein
Herzog-Otto-Straße 1
83278 Traunstein";Poststelle@ag-ts.bayern.de;http://www.justiz.bayern.de/gericht/ag/ts;(0861)560;(0861)56300
Amtsgericht Trier ;"Amtsgericht Trier 
Postfach 11 10
54201 Trier";"Amtsgericht Trier 
Justizstraße 2, 4, 6
54290 Trier";AGTR@ko.jm.rlp.de;http://www.AGTR.justiz.rlp.de;(0651)4660;(0651)4661900
Amtsgericht Tübingen ;"Amtsgericht Tübingen 
Postfach 18 40
72008 Tübingen";"Amtsgericht Tübingen 
Doblerstraße 14
72074 Tübingen";Poststelle@agtuebingen.justiz.bwl.de;;(07071) 2000;(07071) 2002008
Amtsgericht Tuttlingen ;Amtsgericht Tuttlingen ;"Amtsgericht Tuttlingen 
Werderstraße 8
78532 Tuttlingen";Poststelle@agtuttlingen.justiz.bwl.de;;(07461) 981;(07461) 98330
Landgericht  Traunstein ;"Landgericht  Traunstein 
Postfach 14 80
83276 Traunstein";"Landgericht  Traunstein 
Herzog-Otto-Straße 1
83278 Traunstein";Poststelle@lg-ts.bayern.de;http://www.justiz.bayern.de/gericht/lg/ts;(0861)560;(0861)56200
Landgericht  Trier ;"Landgericht  Trier 
Postfach 25 80
54215 Trier";"Landgericht  Trier 
Justizstraße 2, 4, 6
54290 Trier";LGTR@ko.jm.rlp.de;http://www.LGTR.justiz.rlp.de;(0651)4660;(0651)4661900
Landgericht  Tübingen ;"Landgericht  Tübingen 
Postfach 18 40
72008 Tübingen";"Landgericht  Tübingen 
Doblerstraße 14
72074 Tübingen";Poststelle@lgtuebingen.justiz.bwl.de;;(07071) 2000;(07071) 52094
Amtsgericht Überlingen ;"Amtsgericht Überlingen 
Postfach 10 12 51
88642 Überlingen";"Amtsgericht Überlingen 
Bahnhofstraße 8
88662 Überlingen";Poststelle@agueberlingen.justiz.bwl.de;;(07551) 93639-0;(07551) 93639-111
Amtsgericht Ueckermünde ;"Amtsgericht Ueckermünde 
Postfach 11 48
17378 Ueckermünde";"Amtsgericht Ueckermünde 
Gerichtsstraße 16
17373 Ueckermünde";verwaltung@ag-ueckermuende.mv-justiz.de;;(039771)430;(039771)43222
Amtsgericht Uelzen ;"Amtsgericht Uelzen 
Postfach 12 61
29502 Uelzen";"Amtsgericht Uelzen 
Fritz-Röver-Straße 5
29525 Uelzen";AGUE-PoststelleAG@justiz.niedersachsen.de;http://www.amtsgericht-uelzen.niedersachsen.de;(0581)88510;(0581)88512188
Amtsgericht Uelzen  Zentrales Mahngericht;"Amtsgericht Uelzen  Zentrales Mahngericht
Postfach 1363
29503 Uelzen";"Amtsgericht Uelzen  Zentrales Mahngericht
Rosenmauer 2
29525 Uelzen";AGUE-PoststelleZema@justiz.niedersachsen.de;http://www.amtsgericht-uelzen.niedersachsen.de;(0581)88510;(0581)88512532
Amtsgericht Ulm ;"Amtsgericht Ulm 
Postfach 2411
89014 Ulm";"Amtsgericht Ulm 
Zeughausgasse 14
89073 Ulm";Poststelle@agulm.justiz.bwl.de;;(0731) 1890;(0731) 1892200
Amtsgericht Unna ;Amtsgericht Unna ;"Amtsgericht Unna 
Friedrich-Ebert-Straße 65a
59425 Unna";poststelle@ag-unna.nrw.de;http://www.ag-unna.nrw.de;(02303)67030;(02303)6703444
Amtsgericht Usingen ;"Amtsgericht Usingen 
Postfach 12 20
61242 Usingen";"Amtsgericht Usingen 
Weilburger Straße 2
61250 Usingen";verwaltung@ag-usingen.justiz.hessen.de;http://www.ag-usingen.justiz.hessen.de;(06081)10280;(06081)102813
Landgericht  Ulm ;"Landgericht  Ulm 
Postfach 24 04
89014 Ulm";"Landgericht  Ulm 
Olgastraße 106
89073 Ulm";Poststelle@lgulm.justiz.bwl.de;;(0731) 1890;(0731) 1892070
Amtsgericht Vaihingen a.d.Enz ;"Amtsgericht Vaihingen a.d.Enz 
Postfach 13 20
71656 Vaihingen a.d.Enz";"Amtsgericht Vaihingen a.d.Enz 
Heilbronner Straße 17
71665 Vaihingen a.d.Enz";Poststelle@agvaihingen.justiz.bwl.de;;(07042) 941-260;(07042) 941-2699
Amtsgericht Varel ;"Amtsgericht Varel 
Postfach 11 20
26301 Varel";"Amtsgericht Varel 
Schloßplatz 7
26316 Varel";agvar-Poststelle@justiz.niedersachsen.de;http://www.amtsgericht-varel.niedersachsen.de;(04451)96770;(04451)967799
Amtsgericht Vechta ;"Amtsgericht Vechta 
Postfach 11 51
49360 Vechta";"Amtsgericht Vechta 
Kapitelplatz 8
49377 Vechta";agvec-Poststelle@justiz.niedersachsen.de;http://www.amtsgericht-vechta.niedersachsen.de;(04441)87060;(04441)8706113
Amtsgericht Velbert ;"Amtsgericht Velbert 
Postfach 10 13 80
42513 Velbert";"Amtsgericht Velbert 
Nedderstraße 40
42549 Velbert";poststelle@ag-velbert.nrw.de;http://www.ag-velbert.nrw.de;(02051)9450;(02051)945199
Amtsgericht Verden (Aller) ;"Amtsgericht Verden (Aller) 
Postfach 21 30
27281 Verden (Aller)";"Amtsgericht Verden (Aller) 
Johanniswall 8
27283 Verden (Aller)";agver-verwaltungspoststelle@justiz.niedersachsen.de;http://www.amtsgericht-verden.niedersachsen.de;(04231)181;(04231)18357
Amtsgericht Viechtach ;"Amtsgericht Viechtach 
Postfach 11 20 / 11 25 / 1365
94228 Viechtach";"Amtsgericht Viechtach 
Mönchshofstraße 29
94234 Viechtach";Poststelle@ag-vit.bayern.de;;(09942)9580;(09942)958161
Amtsgericht Viersen ;"Amtsgericht Viersen 
Postfach 10 01 61
41701 Viersen";"Amtsgericht Viersen 
Dülkener Straße 5
41747 Viersen";poststelle@ag-viersen.nrw.de;http://www.ag-viersen.nrw.de;(02162)3736;(02162)373888
Amtsgericht Villingen-Schwenningen;"Amtsgericht Villingen-Schwenningen
Postfach 11 40
78001 Villingen-Schwenningen";"Amtsgericht Villingen-Schwenningen
Niedere Straße 94
78050 Villingen-Schwenningen";Poststelle@agvillingen-schwenningen.justiz.bwl.de;;(07721) 2030;(07721) 203199
Amtsgericht Völklingen ;"Amtsgericht Völklingen 
Postfach 10 11 60
66301 Völklingen";"Amtsgericht Völklingen 
Karl-Janssen-Straße 35
66333 Völklingen";poststelle@agvk.justiz.saarland.de;http://www.ag-vk.saarland.de;(06898)20302;(06898)203319
Landgericht  Verden (Aller) ;"Landgericht  Verden (Aller) 
Postfach 21 20
27281 Verden (Aller)";"Landgericht  Verden (Aller) 
Johanniswall 6
27283 Verden (Aller)";lgver-poststelle@justiz.niedersachsen.de;http://www.landgericht-verden.niedersachsen.de;(04231)181;(04231)18251
Amtsgericht Haldensleben Zweigstelle Wolmirstedt;"Amtsgericht Haldensleben Zweigstelle Wolmirstedt
Postfach 11 65
39321 Wolmirstedt";"Amtsgericht Haldensleben Zweigstelle Wolmirstedt
Schloßdomäne
39326 Wolmirstedt";-;;(039201)630;(039201)63217 /63214
Amtsgericht Merzig Zweigstelle Wadern;Amtsgericht Merzig Zweigstelle Wadern;"Amtsgericht Merzig Zweigstelle Wadern
Gerichtsstraße 7
66687 Wadern";-;;(06871)92050;(06871)920520
Amtsgericht Waiblingen ;"Amtsgericht Waiblingen 
Postfach 11 93
71301 Waiblingen";"Amtsgericht Waiblingen 
Bahnhofstraße 48
71332 Waiblingen";Poststelle@agwaiblingen.justiz.bwl.de;;(07151) 9550;(07151) 58463
Amtsgericht Waldbröl ;"Amtsgericht Waldbröl 
Postfach 31 31
51531 Waldbröl";"Amtsgericht Waldbröl 
Gerichtsstraße 1
51545 Waldbröl";poststelle@ag-waldbroel.nrw.de;http://www.ag-waldbroel.nrw.de;(02291)7950;(02291)795200
Amtsgericht Waldkirch;"Amtsgericht Waldkirch
Postfach 1 07
79175 Waldkirch";"Amtsgericht Waldkirch
Freie Straße 15
79183 Waldkirch";Poststelle@agwaldkirch.justiz.bwl.de;;(07681) 47020;(07681) 470233
Amtsgericht Waldshut-Tiengen ;Amtsgericht Waldshut-Tiengen ;"Amtsgericht Waldshut-Tiengen 
Bismarckstraße 23
79761 Waldshut-Tiengen";Poststelle@agwaldshut-tiengen.justiz.bwl.de;;(07751) 8810;(07751) 881305
Amtsgericht Walsrode ;"Amtsgericht Walsrode 
Postfach 11 49
29651 Walsrode";"Amtsgericht Walsrode 
Lange Straße 29-33
29664 Walsrode";agwal-poststelle@justiz.niedersachsen.de;http://www.amtsgericht-walsrode.niedersachsen.de;(05161)60070;(05161)600785
Amtsgericht Wangen im Allgäu;"Amtsgericht Wangen im Allgäu
Postfach 11 46
88227 Wangen im Allgäu";"Amtsgericht Wangen im Allgäu
Lindauer Straße 28
88239 Wangen im Allgäu";Poststelle@agwangen.justiz.bwl.de;http://- ;(07522) 70756-0;(07522) 70756-300
Amtsgericht Warburg ;"Amtsgericht Warburg 
Postfach 11 52
34401 Warburg";"Amtsgericht Warburg 
Puhlplatz 1
34414 Warburg";poststelle@ag-warburg.nrw.de;http://www.ag-warburg.nrw.de;(05641)78810;(05641)3583
Amtsgericht Waren (Müritz) ;"Amtsgericht Waren (Müritz) 
Postfach 11 00
17181 Waren (Müritz)";"Amtsgericht Waren (Müritz) 
Zum Amtsbrink 4
17192 Waren (Müritz)";verwaltung@ag-waren.mv-justiz.de;;(03991)17000;(03991)170099
Amtsgericht Warendorf ;"Amtsgericht Warendorf 
Postfach 11 01 51
48203 Warendorf";"Amtsgericht Warendorf 
Dr.-Leve-Straße 22
48231 Warendorf";poststelle@ag-warendorf.nrw.de;http://www.ag-warendorf.nrw.de;(02581)63640;(02581)6364165
Amtsgericht Warstein ;"Amtsgericht Warstein 
Postfach
59563 Warstein";"Amtsgericht Warstein 
Bergenthalstraße 11
59581 Warstein";poststelle@ag-warstein.nrw.de;http://www.ag-warstein.nrw.de;(02902)80150;(02902)8015-99
Amtsgericht Weiden i.d.OPf. ;"Amtsgericht Weiden i.d.OPf. 
Postfach 40
92619 Weiden i.d.OPf.";"Amtsgericht Weiden i.d.OPf. 
Ledererstraße 9
92637 Weiden i.d.OPf.";poststelle.verwaltung@ag-wen.bayern.de;http://www.justiz.bayern.de/gericht/ag/wen;(0961)30000;(0961)3000270
Amtsgericht Weilburg ;"Amtsgericht Weilburg 
Postfach 14 80
35774 Weilburg";"Amtsgericht Weilburg 
Mauerstraße 25
35781 Weilburg";verwaltung@ag-weilburg.justiz.hessen.de;http://www.ag-weilburg.justiz.hessen.de;(06471)31080;(06471)310811
Amtsgericht Weilheim i. OB ;"Amtsgericht Weilheim i. OB 
Postfach 11 17
82360 Weilheim i. OB";"Amtsgericht Weilheim i. OB 
Alpenstraße 16
82362 Weilheim i. OB";Poststelle@ag-wm.bayern.de;http://www.justiz.bayern.de/gericht/ag/wm;(0881)9980;(0881)998100
Amtsgericht Weimar ;"Amtsgericht Weimar 
Postfach 20 06
99421 Weimar";"Amtsgericht Weimar 
Ernst-Kohl-Straße 23a
99423 Weimar";Poststelle@agwe.thueringen.de;;(03643)23300;(03643)2330200
Amtsgericht Weinheim ;"Amtsgericht Weinheim 
Postfach 10 01 51
69441 Weinheim";"Amtsgericht Weinheim 
Ehretstraße 11
69469 Weinheim";Poststelle@agweinheim.justiz.bwl.de;;(06201) 9820;(06201) 982251
Amtsgericht Weißenburg i. Bay. ;"Amtsgericht Weißenburg i. Bay. 
Postfach 1 80
91780 Weißenburg i. Bay.";"Amtsgericht Weißenburg i. Bay. 
Niederhofener Straße 9
91781 Weißenburg i. Bay.";Poststelle@ag-wug.bayern.de;http://www.justiz.bayern.de/gericht/ag/wug;(09141)9960;(09141)996900
Amtsgericht Weißenfels ;"Amtsgericht Weißenfels 
Postfach 12 53
06652 Weißenfels";"Amtsgericht Weißenfels 
Friedrichstraße 18
06667 Weißenfels";Poststelle@ag-wsf.justiz.sachsen-anhalt.de;http://http://www.justiz.sachsen-anhalt.de/ag-sgh;(03443)3840;(03443)384226
Amtsgericht Weißenfels Außenstelle Mobiliarvollstreckung, Vormundschaftssachen, Beratungshilfe ;Amtsgericht Weißenfels Außenstelle Mobiliarvollstreckung, Vormundschaftssachen, Beratungshilfe ;"Amtsgericht Weißenfels Außenstelle Mobiliarvollstreckung, Vormundschaftssachen, Beratungshilfe 
Am Kloster 3
06667 Weißenfels";-;;(03443)3840;(03443)384250
Amtsgericht Weißwasser ;"Amtsgericht Weißwasser 
Postfach 11 58
02931 Weißwasser/O.L.";"Amtsgericht Weißwasser 
Marktplatz 1
02943 Weißwasser/O.L.";verwaltung-p@agwsw.justiz.sachsen.de;http://www.justiz.sachsen.de;(03576)28470;(03576)207326
Amtsgericht Wennigsen (Deister);"Amtsgericht Wennigsen (Deister)
Postfach 10 02 32
30968 Wennigsen (Deister)";"Amtsgericht Wennigsen (Deister)
Hülsebrinkstraße 1
30974 Wennigsen (Deister)";poststelleagwennigsen@justiz.niedersachsen.de;http://www.amtsgericht-wennigsen.niedersachsen.de/;(05103)70080;(05103)700849
Amtsgericht Werl ;"Amtsgericht Werl 
Postfach 19 12
59455 Werl";"Amtsgericht Werl 
Walburgisstraße 45
59457 Werl";poststelle@ag-werl.nrw.de;http://www.ag-werl.nrw.de;(02922)97650;(02922)976550
Amtsgericht Wermelskirchen ;"Amtsgericht Wermelskirchen 
Postfach 11 20
42904 Wermelskirchen";"Amtsgericht Wermelskirchen 
Brückenweg 2-4
42929 Wermelskirchen";poststelle@ag-wermelskirchen.nrw.de;http://www.ag-wermelskirchen.nrw.de;(02196)7120;(02196)712160
Amtsgericht Wernigerode ;"Amtsgericht Wernigerode 
Postfach 10 12 61
38842 Wernigerode";"Amtsgericht Wernigerode 
Rudolf-Breitscheid-Straße 8
38855 Wernigerode";Poststelle@ag-wr.justiz.sachsen-anhalt.de;http://www.justiz.sachsen-anhalt.de/ag-wr;(03943)5310;(03943)531140
Amtsgericht Wertheim ;Amtsgericht Wertheim ;"Amtsgericht Wertheim 
Friedrichstraße 6
97877 Wertheim";Poststelle@agwertheim.justiz.bwl.de;;(09342) 92250;(09342) 9225-24
Amtsgericht Wesel ;"Amtsgericht Wesel 
Postfach 10 07 52
46467 Wesel";"Amtsgericht Wesel 
Herzogenring 33
46483 Wesel";poststelle@ag-wesel.nrw.de;http://www.ag-wesel.nrw.de;(0281)1440;(0281)144123
Amtsgericht Westerburg ;"Amtsgericht Westerburg 
Postfach 11 80
56450 Westerburg";"Amtsgericht Westerburg 
Wörthstraße 14
56457 Westerburg";AGWES@ko.jm.rlp.de;http://www.AGWES.justiz.rlp.de;(02663)9813;(02663)981400
Amtsgericht Westerstede ;Amtsgericht Westerstede ;"Amtsgericht Westerstede 
Wilhelm-Geiler-Straße 12a
26655 Westerstede";agwst-poststelle@justiz.niedersachsen.de;http://www.amtsgericht-westerstede.niedersachsen.de;(04488)8360;(04488)836101
Amtsgericht Wetter ;"Amtsgericht Wetter 
Postfach 26
58286 Wetter (Ruhr)";"Amtsgericht Wetter 
Gustav-Vorsteher-Straße 1
58300 Wetter (Ruhr)";poststelle@ag-wetter.nrw.de;http://www.ag-wetter.nrw.de;(02335)91890;(02335)1388
Amtsgericht Wetzlar ;"Amtsgericht Wetzlar 
Postfach 11 60
35521 Wetzlar";"Amtsgericht Wetzlar 
Wertherstraße 1 u. 2
35578 Wetzlar";verwaltung@ag-wetzlar.justiz.hessen.de;http://www.ag-wetzlar.justiz.hessen.de;(06441)4120;(06441)412408
Amtsgericht Wiesbaden;"Amtsgericht Wiesbaden
Postfach 34 49
65024 Wiesbaden";"Amtsgericht Wiesbaden
Gerichtsstraße 2
65185 Wiesbaden";verwaltung@ag-wiesbaden.justiz.hessen.de;http://www.ag-wiesbaden.justiz.hessen.de;(0611)3540;(0611)354461
Amtsgericht Wiesloch ;"Amtsgericht Wiesloch 
Postfach 11 20
69152 Wiesloch";"Amtsgericht Wiesloch 
Bergstraße 3
69168 Wiesloch";Poststelle@agwiesloch.justiz.bwl.de;;(06222) 5840;(06222) 584170
Amtsgericht Wildeshausen ;"Amtsgericht Wildeshausen 
Postfach 11 61
27778 Wildeshausen";"Amtsgericht Wildeshausen 
Delmenhorster Straße 17
27793 Wildeshausen";agwil-poststelle@justiz.niedersachsen.de;http://www.amtsgericht-wildeshausen.niedersachsen.de;(04431)840;(04431)84100
Amtsgericht Wilhelmshaven ;"Amtsgericht Wilhelmshaven 
Postfach 11 54
26351 Wilhelmshaven";"Amtsgericht Wilhelmshaven 
Marktstraße 15 - 17
26382 Wilhelmshaven";agwhv-poststelle@justiz.niedersachsen.de;;(04421)4080;(04421)408117
Amtsgericht Winsen (Luhe) ;"Amtsgericht Winsen (Luhe) 
Postfach 14 11
21414 Winsen (Luhe)";"Amtsgericht Winsen (Luhe) 
Schloßplatz 4
21423 Winsen (Luhe)";AGWL-Poststelle@justiz.niedersachsen.de;http://www.amtsgericht-winsen.niedersachsen.de;(04171)8860;(04171)886100
Amtsgericht Wipperfürth ;"Amtsgericht Wipperfürth 
Postfach 11 20
51675 Wipperfürth";"Amtsgericht Wipperfürth 
Gaulstraße 22-22a
51688 Wipperfürth";poststelle@ag-wipperfuerth.nrw.de;http://www.ag-wipperfuerth.nrw.de;(02267)88370;(02267)82061
Amtsgericht Wismar ;"Amtsgericht Wismar 
Postfach 12 23
23952 Wismar";"Amtsgericht Wismar 
Vor dem Fürstenhof 1
23952 Wismar";verwaltung@ag-wismar.mv-justiz.de;;(03841)48080;(03841)4808-10
Amtsgericht Witten ;"Amtsgericht Witten 
Postfach 11 20
58401 Witten";"Amtsgericht Witten 
Bergerstraße 14
58452 Witten";poststelle@ag-witten.nrw.de;http://www.ag-witten.nrw.de;(02302)20060;(02302)200660
Amtsgericht Wittlich ;"Amtsgericht Wittlich 
Postfach 11 20
54501 Wittlich";"Amtsgericht Wittlich 
Kurfürstenstraße 63
54516 Wittlich";AGWIL@ko.jm.rlp.de;http://www.AGWIL.justiz.rlp.de;(06571)1010;(06571)101290
Amtsgericht Wittmund ;"Amtsgericht Wittmund 
Postfach 11 55
26398 Wittmund";"Amtsgericht Wittmund 
Am Markt 11
26409 Wittmund";AGWTM-Poststelle@justiz.niedersachsen.de;http://www.amtsgericht-wittmund.niedersachsen.de;(04462)91920;(04462)919293
Amtsgericht WOberlandesgerichtast ;"Amtsgericht WOberlandesgerichtast 
Postfach
17431 Wolgast";"Amtsgericht WOberlandesgerichtast 
Breite Straße 21
17438 Wolgast";verwaltung@ag-wolgast.mv-justiz.de;;(03836)27170;(03836)271799
Amtsgericht Wolfach ;"Amtsgericht Wolfach 
Postfach 11 26
77705 Wolfach";"Amtsgericht Wolfach 
Hauptstraße 40
77709 Wolfach";Poststelle@agwolfach.justiz.bwl.de;;(07834) 9770;(07834) 977285
Amtsgericht Wolfenbüttel ;"Amtsgericht Wolfenbüttel 
Postfach 11 61
38299 Wolfenbüttel";"Amtsgericht Wolfenbüttel 
Rosenwall 1a
38300 Wolfenbüttel";poststelle@agf-wf.niedersachsen.de;http://www.amtsgericht-wolfenbuettel.niedersachsen.de;(05331)8090;(05331)809169
Amtsgericht Wolfratshausen;"Amtsgericht Wolfratshausen
Postfach 14 40
82504 Wolfratshausen";"Amtsgericht Wolfratshausen
Bahnhofstraße 18
82515 Wolfratshausen";Poststelle@ag-wor.bayern.de;;(08171)16060;(08171)1606666
Amtsgericht Wolfsburg ;"Amtsgericht Wolfsburg 
Postfach 10 01 41
38401 Wolfsburg";"Amtsgericht Wolfsburg 
Rothenfelder Straße 43
38440 Wolfsburg";poststelle@ag-wob.niedersachsen.de;;(5361) 8460;(5361)846211
Amtsgericht Worms ;"Amtsgericht Worms 
Postfach 11 62
67545 Worms";"Amtsgericht Worms 
Hardtgasse 6
67547 Worms";AGWO@ko.jm.rlp.de;http://www.AGWO.justiz.rlp.de;(06241)9050;(06241)905450
Amtsgericht Wunsiedel ;"Amtsgericht Wunsiedel 
Postfach 4 29
95632 Wunsiedel";"Amtsgericht Wunsiedel 
Kemnather Straße 33
95632 Wunsiedel";Poststelle@ag-wun.bayern.de;http://www.justiz.bayern.de/gericht/ag/wun;(09232)8850;(09232)885244
Amtsgericht Wuppertal ;"Amtsgericht Wuppertal 
Postfach 10 18 29
42018 Wuppertal";"Amtsgericht Wuppertal 
Eiland 2
42103 Wuppertal";poststelle@ag-wuppertal.nrw.de;http://www.ag-wuppertal.nrw.de;(0202)4980;(0202)498-3601
Amtsgericht Würzburg;Amtsgericht Würzburg;"Amtsgericht Würzburg
Ottostraße 5
97070 Würzburg";Poststelle@ag-wue.bayern.de;http://www.justiz.bayern.de/gericht/ag/wue;(0931)3810;(0931)381205
Landgericht  Waldshut-Tiengen ;Landgericht  Waldshut-Tiengen ;"Landgericht  Waldshut-Tiengen 
Bismarckstraße 19a
79761 Waldshut-Tiengen";Poststelle@lgwaldshut-tiengen.justiz.bwl.de;;(07751) 8810;(07751) 881209
Landgericht  Weiden i.d.OPf. ;"Landgericht  Weiden i.d.OPf. 
Postfach 40
92619 Weiden i.d.OPf.";"Landgericht  Weiden i.d.OPf. 
Ledererstraße 9
92637 Weiden i.d.OPf.";Poststelle@lg-wen.bayern.de;http://www.justiz.bayern.de/gericht/lg/wen;(0961)30000;(0961)3000492
Landgericht  Wiesbaden ;"Landgericht  Wiesbaden 
Postfach 34 49
65024 Wiesbaden";"Landgericht  Wiesbaden 
Gerichtsstraße 2
65185 Wiesbaden";verwaltung@lg-wiesbaden.justiz.hessen.de;http://www.lg-wiesbaden.justiz.hessen.de;(0611)3540;(0611)354206
Landgericht  Wuppertal ;"Landgericht  Wuppertal 
Postfach 10 18 40
42018 Wuppertal";"Landgericht  Wuppertal 
Eiland 1
42103 Wuppertal";poststelle@lg-wuppertal.nrw.de;http://www.lg-wuppertal.nrw.de;(0202)4980;(0202)4983504
Landgericht  Würzburg;Landgericht  Würzburg;"Landgericht  Würzburg
Ottostraße 5
97070 Würzburg";Poststelle@lg-wue.bayern.de;http://www.justiz.bayern.de/gericht/lg/wue;(0931)3810;(0931)381 705
Amtsgericht Zehdenick ;"Amtsgericht Zehdenick 
Postfach 11 27
16786 Zehdenick";"Amtsgericht Zehdenick 
Friedrich-Ebert-Platz 9
16792 Zehdenick";verwaltung@AGZEH.BRANDENBURG.DE;http://www.ag-zehdenick.brandenburg.de;(03307)46670;(03307)2220
Amtsgericht Zeitz ;"Amtsgericht Zeitz 
Postfach 11 16
06691 Zeitz";"Amtsgericht Zeitz 
Herzog-Moritz-Platz 1
06712 Zeitz";Poststelle@ag-zz.justiz.sachsen-anhalt.de;http://www.justiz.sachsen-anhalt.de/ag-zz;(03441)6600;(03441)660119
Amtsgericht Zerbst ;"Amtsgericht Zerbst 
Postfach 1361/62
39251 Zerbst/Anhalt";"Amtsgericht Zerbst 
Neue Brücke 22
39261 Zerbst/Anhalt";Poststelle@ag-ze.justiz.sachsen-anhalt.de;http://www.justiz.sachsen-anhalt.de/ag-ze;(03923)74220;(03923)7422160
